anime_index,related_anime_indices,related_anime_title
12164,11227|11228|11390|11905|12164|13182|13507|13927|14253, | Daybreak Interlude |  | 
12165,11325|12165|12167,
12166,10869|12166,Mr. Osomatsu
12167,10837|12165|12167,
12168,12168,
12169,12169,
12170,12170,
12171,12171,
12172,12023|12172|12173,
12173,12023|12172|12173,
12174,10593|11894|12174|12175,
12175,10593|11894|12174|12175,
12176,12176,
12177,12177,
12178,11037|12178,
12179,12179,
12180,11037|12180|12919,
12181,11851|11897|12181, | 
12182,12182|13992,
12183,5132|12183,
12184,11201|11930|12184|12947|13074|13610,
12185,12185,
12186,12186,
12187,12187,
12188,11368|12188,
12189,12189,
12190,12190,
12191,12191,
12192,12192,
12193,12193,
12194,4818|12194,Extraterrestrial Oranges
12195,200|201|734|809|810|811|812|813|814|815|816|817|818|819|820|821|889|890|891|892|2309|3988|4428|4716|6036|6534|6722|7196|8775|8786|9338|10638|12195|13917,"Dragon Ball | Dragon Ball GT | Dragon Ball Z | Dragon Ball Z Movie 02: The World's Strongest | Dragon Ball Z Movie 03: The Tree of Might | Dragon Ball Z Movie 04: Lord Slug | Dragon Ball Z Movie 05: Cooler's Revenge | Dragon Ball Z Movie 06: The Return of Cooler | Dragon Ball Z Movie 07: Super Android 13 | Dragon Ball Z Movie 08: Broly - The Legendary Super Saiyan | Dragon Ball Z Movie 09: Bojack Unbound | Dragon Ball Z Movie 10: Broly - Second Coming | Dragon Ball Z Movie 11: Bio-Broly | Dragon Ball Z Movie 12: Fusion Reborn | Dragon Ball Z Movie 13: Wrath of the Dragon |  | Dragon Ball Z Special 2: The History of Trunks | Dragon Ball Z Special 1: Bardock, The Father of Goku | Dragon Ball GT: A Hero's Legacy | Dragon Ball Specials | Dragon Ball Z Kai: The Final Chapters | Dragon Ball Z: Resurrection 'F' | Dragon Ball Super | "
12196,12196,
12197,11221|12197,Please tell me! Galko-chan
12198,12198,
12199,4036|4895|5619|6248|6468|6793|6803|6949|7328|7786|7829|12053|12055|12199|12301, |  |  |  | 
12200,12200,
12201,12201,
12202,12202,
12203,11669|12203|12628|13799,
12204,12204,
12205,12205,
12206,7108|7334|7404|7935|7936|11509|12044|12206|13819,Girls & Panzer | Girls & Panzer OVAs | 
12207,12207,
12208,1798|12208|12807,Glass Mask | 
12209,6830|12209,
12210,11317|12210,
12211,12211,
12212,11386|12212,
12213,12213,
12214,12214|12512,
12215,12215,
12216,12216,
12217,12217|13263,Interviews With Monster Girls: The Demi-chans' Summer Break
12218,12218,
12219,10882|12219,SERVAMP
12220,451|452|515|1725|1826|3418|4077|4141|4838|9879|12220,Yu-Gi-Oh! | Yu-Gi-Oh! GX |  | Yu-Gi-Oh!: The Movie |  | Yu-Gi-Oh! 5D's | 
12221,3355|4611|4612|12221|12222|12223,Sugar Bunnies |  | 
12222,3355|4611|4612|12221|12222|12223,Sugar Bunnies |  | 
12223,3355|4611|4612|12221|12222|12223,Sugar Bunnies |  | 
12224,11124|12224,
12225,2488|12225, | 
12226,12226|13818,
12227,11407|12227|12479,
12228,12228,
12229,12229,
12230,12230,
12231,3297|12231,The Prince of the Stars: Le Petit Prince | The Adventures of the Little Prince
12232,12232,
12233,10838|12233,First Love Monster
12234,12234,
12235,1281|6932|8903|12235,"Lupin III | Lupin the Third, The Woman Called Fujiko Mine"
12236,160|12236,
12237,12237,Idol Incidents
12238,12238,
12239,6138|6661|6853|7631|8637|8863|11122|12239|12633,
12240,494|495|1016|1017|1018|1019|1020|1021|1383|1384|1385|1420|1421|1553|2014|2164|2621|3450|3821|3822|3823|3824|3868|3881|4051|4171|4172|4334|4335|4494|4536|4579|4642|4798|5062|5119|5377|5495|5644|5979|6157|6360|6437|6438|6471|6474|6484|6485|6649|6810|7054|7101|7104|7203|7505|7506|7601|7774|8017|8065|8252|8335|8497|8498|8521|8523|8904|8905|9045|9334|9398|9793|10022|10866|10883|11034|11113|12240|12377|12480|12496|13132|13851|13856|13908,"Pokemon: The First Movie | Pokemon: The Movie 2000 | Pokemon 3: The Movie | Pokemon 4Ever | Pokemon Heroes | Pokemon: Jirachi Wishmaker | Pokemon: Destiny Deoxys |  | Pokemon: Lucario and the Mystery of Mew |  | Pokemon: Advanced |  | Pokemon: Mewtwo Returns | Pokemon: Pokemon Ranger and the Temple of the Sea | Pokemon Chronicles | Pokemon: The Rise Of Darkrai | Pokemon: Pikachu's Rescue Adventure | Pokemon: Pikachu and Pichu | Pokemon: Pikachu's Pikaboo | Pokemon: Camp Pikachu | Pokemon: Pikachu's Winter Vacation | Pikachu's Island Adventure | Pokemon Mystery Dungeon: Explorers of Time and Darkness | Pokemon: Pikachu's Ghost Festival! | Pokemon: Arceus and the Jewel of Life | Pokemon Mystery Dungeon: The Final Adventure Through Time and Darkness | Pokemon: Pichu Bros. in Party Panic | Pokémon: Black & White | Pokemon: Pikachu's Winter Vacation (2000) | Pokemon: Pikachu's Winter Vacation (2001) | Pokemon: Pikachu's Big Mysterious Adventure | Pokemon: Meloetta's Moonlight Serenade | Pokemon: Eevee and Friends | Pokémon: Black & White: Adventures in Unova | Pokémon: Black & White: Adventures in Unova and Beyond | Pokemon: Mewtwo - Prologue to Awakening | Pokémon The Series: XY |  |  |  | Diancie, Princess of the Diamond Domain |  |  | "
12241,12241,
12242,12242,
12243,12243,
12244,12244,
12245,12245,
12246,12246,
12247,12247,
12248,12248|13065,
12249,23|6121|6695|6696|11363|12249|12763|13194,Berserk | Berserk: The Golden Age Arc II - The Battle for Doldrey | 
12250,12250,
12251,7784|12251,
12252,5821|6915|7301|8529|9655|10874|11552|12252|13348,Cardfight!! Vanguard
12253,4761|5339|5340|12253|13467|14251,
12254,12254,
12255,3281|12255,Evangelion: 3.0 You Can (Not) Redo | 
12256,10726|11981|12256,Tales of Zestiria the X Prologue: The Age of Chaos
12257,12257|12974,
12258,9205|10805|10806|12258, | 
12259,9205|10805|10806|12258|12259, |  | 
12260,833|2695|4833|6011|6311|7259|7271|9329|9926|11254|11358|12260|13272|13857|14170,Gintama |  |  |  |  | Gintama Season 4 | 
12261,332|4824|5064|6066|6614|6928|6950|7193|7986|8020|8303|8654|9267|9355|9453|9609|9656|9866|10819|11097|11700|11702|11703|12261|12374|12556|13536|13777|13854|13969,Fate/stay night | Fate/stay night: Unlimited Blade Works | Fate/Zero: Please! Einzbern Counseling Room | Fate/Kaleid Liner Prisma Illya | Fate/stay night [Unlimited Blade Works] | Fate/stay night: Heaven's Feel - I. Presage Flower | Fate/stay night: Unlimited Blade Works - Prologue | Fate/stay night [Unlimited Blade Works] Season 2 | Fate/Kaleid Liner Prisma Illya 2Wei Herz! Shorts |  |  | Today's Menu for the Emiya Family
12262,12262,
12263,7486|11279|11686|12263|12287,
12264,12264,
12265,9791|11041|12265,
12266,9254|12266|12620,
12267,12267,Oroka
12268,12268,
12269,12269,
12270,12270,
12271,12271,
12272,12272|13407,Mother's Supporter
12273,12273,
12274,12274,
12275,12275,
12276,12276,
12277,12277,
12278,12278,
12279,10988|12279,
12280,11101|12280,Rewrite
12281,12281,
12282,10465|11096|11128|12282,One Punch Man
12283,11499|12283,Orange
12284,12284|12288|14081,
12285,12285,
12286,12286,
12287,7486|11279|11686|12263|12287,
12288,12284|12288|14081,
12289,12289,
12290,10182|10851|11885|12290|12433|12809|13750|13995|14236, | Overlord: The Dark Hero | Overlord II
12291,12291,
12292,12292|12293,
12293,12292|12293,
12294,11|12294,
12295,9792|11179|12295, |  | 
12296,12296,
12297,12297,
12298,11705|12298,
12299,12299,
12300,12300,
12301,4036|4895|5619|6248|6468|6793|6803|6949|7328|7786|7829|12053|12055|12199|12301, |  |  |  | 
12302,12302,
12303,12303,
12304,12304,
12305,12305,
12306,12306,
12307,12307,
12308,12308,
12309,12309,
12310,12310,
12311,12311,
12312,12312,
12313,12313,
12314,12314,
12315,12315,
12316,11886|12316,
12317,10811|12317|12368,
12318,12318,
12319,11212|12319,
12320,12320|13654,
12321,11110|12321,
12322,12322,
12323,10211|11723|12323,
12324,12324|12461,Tawawa on Monday Specials
12325,12325|12951,
12326,12326|13011|13025,
12327,12327,
12328,12328,
12329,12329,
12330,12330,
12331,12331|13340,
12332,12332,
12333,12333,
12334,12334,
12335,12335,
12336,10869|12336|12337|13764|13873,Mr. Osomatsu | The Story of the Sextuplets and a Horse
12337,10869|12336|12337|13764,Mr. Osomatsu | The Story of the Sextuplets and a Horse
12338,12338,
12339,10414|12339,
12340,468|871|1989|2192|2193|2247|2268|2413|2415|2417|2418|2420|2421|2422|2423|2425|2426|2428|2429|2431|2435|2437|2441|2442|2443|2444|2445|2446|2448|2449|2450|2451|2452|2453|2454|2455|2456|2457|2458|2459|2460|2461|2462|2463|2464|3245|3255|3256|3332|3964|4514|4603|4826|4859|4883|5346|5347|5348|5349|5350|5351|5352|5353|5354|5355|5356|5357|5486|5917|6081|6264|6480|6778|7360|7512|7600|8127|8449|8466|9337|9632|10875|11209|12010|12017|12340|12371|12657|12867|13181|13201|13230|13669," |  | Doraemon the Movie: Nobita and the Windmasters | Doraemon |  |  |  |  |  |  |  |  |  | Doraemon: It's Winter! |  |  |  | Doraemon the Movie: Nobita and the Winged Braves | Doraemon the Movie: Nobita in the Robot Kingdom | Doraemon the Movie: Nobita in the Wan-Nyan Spacetime Odyssey | Doraemon the Movie: Nobita and the Knights on Dinosaurs | Doraemon the Movie: The Record of Nobita's Parallel Visit to the West | Doraemon the Movie: Nobita and the Tin Labyrinth | Doraemon the Movie: Nobita and the Kingdom of Clouds | Doraemon the Movie: The Records of Nobita, Spaceblazer | Doraemon the Movie: Nobita's Great Adventure in the South Seas | Doraemon the Movie: Nobita and the Steel Troops | Doraemon the Movie: Nobita and the Birth of Japan | Doraemon the Movie: Nobita and the Castle of the Undersea Devil | Doraemon the Movie: Nobita Drifts in the Universe | Doraemon the Movie: Nobita's Little Space War | Doraemon the Movie: Nobita's Dorabian Nights | Doraemon the Movie: Nobita and the Haunts of Evil | Doraemon the Movie: Nobita's Great Adventure into the Underworld | Doraemon the Movie: Nobita's New Great Adventure into the Underworld | Doraemon the Movie: Nobita's Diary of the Creation of the World | Doraemon the Movie: Nobita and the Galaxy Super-express | Doraemon the Movie: Nobita's Three Visionary Swordsmen | Doraemon the Movie: Nobita and the Animal Planet | Doraemon the Movie: Nobita and the Spiral City | Doraemon the Movie: Nobita's Dinosaur |  | Crayon Shin-Chan: Den-O vs. Shin-O | Doraemon the Movie: Nobita and the Green Giant Legend |  |  |  |  |  |  |  |  |  |  | Crayon Shin-chan: Serious Battle! Robot Dad Strikes Back |  | Crayon Shin-chan: Fast Asleep! The Great Assault on the Dreaming World! | Doraemon the Movie 2017: Great Adventure in the Antarctic Kachi Kochi |  |  |  |  | "
12341,12341,Your Magical Name is Rina Witch
12342,12342,
12343,11347|11989|12343|12422,
12344,1540|3014|6148|6659|7195|7305|7326|7669|7970|8401|8971|9053|10181|10441|10500|11177|11275|12344|12464|12708|12816|13006|13255|13286|13457|13630|13646|13914|14136|14138,"IDOLM@STER Xenoglossia |  | THE IDOLM@STER | PUCHIM@S | THE IDOLM@STER MOVIE: BEYOND THE BRILLIANT FUTURE! |  | THE IDOLM@STER CINDERELLA GIRLS 2nd SEASON |  | THE IDOLM@STER CINDERELLA GIRLS: Anytime, Anywhere with Cinderella. | THE IDOLM@STER CINDERELLA GIRLS Theater | The iDOLM@STER Side M: Episode of Jupiter"
12345,12345,
12346,12346,
12347,12347,
12348,12348,
12349,12349,
12350,12350,
12351,11200|12351|12707,
12352,12352|14175,Record of Grancrest War Reminiscence
12353,12353,
12354,6582|6825|6966|7276|9195|10475|10925|11287|12354|14258,High School DxD | High School DxD New
12355,11573|12355|12746|14012,Ninja Girl & Samurai Master: Episode 0
12356,9353|12356|12442|13828,Yuki Yuna is a Hero
12357,12357,
12358,12358,
12359,566|1392|1760|1761|1762|1763|2778|3229|3511|3784|4278|4300|4632|5101|5243|5696|5967|6017|6272|6401|6718|6719|7254|7444|7447|7654|8390|8451|8851|9855|10220|11171|11271|12359|12364|12913|13688|13945,Pretty Cure | Pretty Cure: Splash Star | Pretty Cure Max Heart |  | Pretty Cure Max Heart: Friends of the Snow-Laden Sky | Yes! Pretty Cure 5 |  |  |  |  |  |  |  |  |  | Glitter Force |  |  |  |  | 
12360,12360,
12361,7400|8963|9344|12361,Ai-Mai-Mi Mousou Catastrophe |  | Ai-Mai-Mi Surgical Friends
12362,517|776|789|1029|1193|1942|2197|2198|2394|2705|2706|2763|2764|2765|3787|5398|5399|5447|6218|6537|9387|11253|11419|12362|12737|13614,Digimon: Digital Monsters | Digimon Data Squad | Digimon Tamers | Digimon Frontier | Digimon Adventure 02 |  | Digimon Adventure 02: Revenge of Diaboromon |  | Digimon: The Movie | Digimon: The Movie | Digimon Tamers: Runaway Locomon |  |  |  | Digimon Fusion | Digimon Adventure tri. Reunion
12363,12363|13529,
12364,566|1392|1760|1761|1762|1763|2778|3229|3511|3784|4278|4300|4632|5101|5243|5696|5967|6017|6272|6401|6718|6719|7254|7444|7447|7654|8390|8451|8851|9855|10220|11171|11271|12359|12364|13688|13945,Pretty Cure | Pretty Cure: Splash Star | Pretty Cure Max Heart |  | Pretty Cure Max Heart: Friends of the Snow-Laden Sky | Yes! Pretty Cure 5 |  |  |  |  |  |  |  |  |  | Glitter Force |  |  |  |  | 
12365,8863|12365,
12366,13|1610|5161|6174|12366,
12367,12367,
12368,4813|12317|12368, | 
12369,12369,
12370,12370,
12371,871|12010|12371|12657|13181, | 
12372,12372,
12373,12373|13627|14176,Mekakucity V's
12374,332|4824|5064|6066|6614|6928|6950|7193|7986|8020|8303|8654|9267|9355|9453|9609|9656|9866|10819|11097|11700|11702|11703|12261|12374|12556|13371|13536|13777|13854|13899|13900|13969,Fate/stay night | Fate/stay night: Unlimited Blade Works | Fate/Zero: Please! Einzbern Counseling Room | Fate/Kaleid Liner Prisma Illya | Fate/stay night [Unlimited Blade Works] | Fate/stay night: Heaven's Feel - I. Presage Flower | Fate/stay night: Unlimited Blade Works - Prologue | Fate/stay night [Unlimited Blade Works] Season 2 | Fate/Kaleid Liner Prisma Illya 2Wei Herz! Shorts |  |  | Today's Menu for the Emiya Family
12375,9034|12375,
12376,12376,
12377,494|495|1016|1017|1018|1019|1020|1021|1383|1384|1385|1420|1421|1553|2014|2164|2621|3450|3821|3822|3823|3824|3868|3881|4051|4171|4172|4334|4335|4494|4536|4579|4642|4798|5062|5119|5377|5495|5644|5979|6157|6360|6437|6438|6471|6474|6484|6485|6649|6810|7054|7101|7104|7203|7505|7506|7601|7774|8017|8065|8252|8335|8497|8498|8521|8523|8904|8905|9045|9334|9398|9793|10022|10866|10883|11034|11113|12240|12377|12480|12496|13851,"Pokemon: The First Movie | Pokemon: The Movie 2000 | Pokemon 3: The Movie | Pokemon 4Ever | Pokemon Heroes | Pokemon: Jirachi Wishmaker | Pokemon: Destiny Deoxys |  | Pokemon: Lucario and the Mystery of Mew |  | Pokemon: Advanced |  | Pokemon: Mewtwo Returns | Pokemon: Pokemon Ranger and the Temple of the Sea | Pokemon Chronicles | Pokemon: The Rise Of Darkrai | Pokemon: Pikachu's Rescue Adventure | Pokemon: Pikachu and Pichu | Pokemon: Pikachu's Pikaboo | Pokemon: Camp Pikachu | Pokemon: Pikachu's Winter Vacation | Pikachu's Island Adventure | Pokemon Mystery Dungeon: Explorers of Time and Darkness | Pokemon: Pikachu's Ghost Festival! | Pokemon: Arceus and the Jewel of Life | Pokemon Mystery Dungeon: The Final Adventure Through Time and Darkness | Pokemon: Pichu Bros. in Party Panic | Pokémon: Black & White | Pokemon: Pikachu's Winter Vacation (2000) | Pokemon: Pikachu's Winter Vacation (2001) | Pokemon: Pikachu's Big Mysterious Adventure | Pokemon: Meloetta's Moonlight Serenade | Pokemon: Eevee and Friends | Pokémon: Black & White: Adventures in Unova | Pokémon: Black & White: Adventures in Unova and Beyond | Pokemon: Mewtwo - Prologue to Awakening | Pokémon The Series: XY |  |  |  | Diancie, Princess of the Diamond Domain |  |  | "
12378,12378,
12379,12379,
12380,7738|9627|12380,
12381,12381,
12382,12382,
12383,12383,
12384,12384,
12385,12385,
12386,12386,
12387,7952|9331|10444|12387, | Ace of Diamond: Second Season
12388,12388,
12389,3804|4928|5343|5344|5345|6127|6933|6985|6986|7000|7852|8107|8793|10578|10660|10661|11620|12011|12389|12390|12399|12401|12403|13489|14011, |  |  |  |  |  |  |  |  | 
12390,3804|4928|5343|5344|5345|6127|6933|6985|6986|7000|7852|8107|8793|10578|10660|10661|11620|12011|12390|12399|12401|12403|13489|14011, |  |  |  |  |  |  |  |  | 
12391,7002|7003|7004|7005|7006|12391|12400|12402,Tumulus Gal Coffy: The Battle of Okehazama | 
12392,7002|7003|7004|7005|7006|12391|12392|12400|12402,Tumulus Gal Coffy: The Battle of Okehazama | 
12393,2046|12393|12395, | 
12394,12394,
12395,2046|12393|12395, | 
12396,11886|12396,
12397,10624|12397,Long Riders! | 
12398,12398|12928,
12399,3804|4928|5343|5344|5345|6127|6933|6985|6986|7000|7852|8107|8793|10578|10660|10661|11620|12011|12390|12399|12401|12403|13489|14011, |  |  |  |  |  |  |  |  | 
12400,7002|7003|7004|7005|7006|12391|12400|12402,Tumulus Gal Coffy: The Battle of Okehazama | 
12401,3804|4928|5343|5344|5345|6127|6933|6985|6986|7000|7852|8107|8793|10578|10660|10661|11620|12011|12390|12399|12401|12403|13489|14011, |  |  |  |  |  |  |  |  | 
12402,7002|7003|7004|7005|7006|12391|12400|12402,Tumulus Gal Coffy: The Battle of Okehazama | 
12403,3804|4928|5343|5344|5345|6127|6933|6985|6986|7000|7852|8107|8793|10578|10660|10661|11620|12011|12390|12399|12401|12403|13489|14011, |  |  |  |  |  |  |  |  | 
12404,12404|12405|12406|12414,
12405,12404|12405|12406|13077,
12406,12404|12405|12406|13078,
12407,12407,
12408,12408,
12409,12409,
12410,12410,
12411,59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|780|990|991|992|1107|1132|1747|1748|1769|2079|2081|2102|2103|2191|2370|2481|2527|2937|3180|3386|3412|3413|3567|3705|4104|4543|4560|4890|4958|5316|5544|5871|6285|6394|7088|7719|7739|8323|8891|9141|10895|10970|11207|11544|11624|11704|11807|12411|12481|12922|13307|13602,Mobile Suit Gundam | Mobile Suit Gundam: The 08th MS Team | Mobile Suit Gundam 0080: War in the Pocket |  | Mobile Suit Gundam 0083: Stardust Memory | Mobile Suit Zeta Gundam | Mobile Suit Gundam ZZ | Mobile Suit Gundam: Char's Counterattack | Mobile Suit Gundam F91 | Mobile Suit V Gundam | Mobile Suit Gundam Wing | After War Gundam X | Mobile Suit Gundam SEED |  | ∀ Gundam | Mobile Fighter G Gundam | Mobile Suit Gundam SEED MSV Astray |  |  |  |  | Mobile Suit Gundam SEED Destiny Final Plus: The Chosen Future |  |  |  |  | Mobile Suit Gundam Wing: Endless Waltz | Mobile Suit Gundam SEED Destiny Special Edition |  |  | Mobile Suit Gundam 00 |  | Gundam Evolve | Mobile Suit Gundam Wing: Operation Meteor |  | Gundam: Mission To The Rise |  | Mobile Suit Gundam Unicorn | Ring of Gundam |  |  |  | Portrait of the Red |  | Gundam Reconguista in G |  |  |  | 
